Region/Country/Area,Year,Series,Value
Mauritius,2022,"Intentional homicide rates per 100,000",2.2
Mauritius,2022,"Percentage of male and female intentional homicide victims, Male",3.0
Mauritius,2022,"Percentage of male and female intentional homicide victims, Female",1.5
Mayotte,2009,"Intentional homicide rates per 100,000",5.8
Melanesia,2005,"Intentional homicide rates per 100,000",8.0
Melanesia,2010,"Intentional homicide rates per 100,000",8.0
Melanesia,2015,"Intentional homicide rates per 100,000",7.9
Melanesia,2021,"Intentional homicide rates per 100,000",8.0
Mexico,2005,"Intentional homicide rates per 100,000",9.4
Mexico,2005,"Percentage of male and female intentional homicide victims, Male",16.7
Mexico,2005,"Percentage of male and female intentional homicide victims, Female",2.4
Mexico,2005,"Assault rate per 100,000 population",226.8
Mexico,2005,"Kidnapping at the national level, rate per 100,000",0.3
Mexico,2005,"Theft at the national level, rate per 100,000 population",80.4
Mexico,2005,"Total Sexual Violence at the national level, rate per 100,000",27.1
Mexico,2010,"Intentional homicide rates per 100,000",22.9
Mexico,2010,"Percentage of male and female intentional homicide victims, Male",42.3
Mexico,2010,"Percentage of male and female intentional homicide victims, Female",4.2
Mexico,2010,"Assault rate per 100,000 population",205.0
Mexico,2010,"Kidnapping at the national level, rate per 100,000",1.1
Mexico,2010,"Theft at the national level, rate per 100,000 population",117.4
Mexico,2010,"Total Sexual Violence at the national level, rate per 100,000",30.3
Mexico,2015,"Intentional homicide rates per 100,000",17.3
Mexico,2015,"Percentage of male and female intentional homicide victims, Male",31.1
Mexico,2015,"Percentage of male and female intentional homicide victims, Female",3.9
Mexico,2015,"Assault rate per 100,000 population",38.5
Mexico,2015,"Kidnapping at the national level, rate per 100,000",1.0
Mexico,2015,"Theft at the national level, rate per 100,000 population",220.6
Mexico,2015,"Total Sexual Violence at the national level, rate per 100,000",29.7
Mexico,2022,"Intentional homicide rates per 100,000",26.1
Mexico,2022,"Percentage of male and female intentional homicide victims, Male",46.2
Mexico,2022,"Percentage of male and female intentional homicide victims, Female",6.0
Mexico,2022,"Assault rate per 100,000 population",51.0
Mexico,2022,"Kidnapping at the national level, rate per 100,000",0.5
Mexico,2022,"Theft at the national level, rate per 100,000 population",245.7
Mexico,2022,"Total Sexual Violence at the national level, rate per 100,000",65.5
Micronesia,2005,"Intentional homicide rates per 100,000",4.0
Micronesia,2010,"Intentional homicide rates per 100,000",2.8
Micronesia,2015,"Intentional homicide rates per 100,000",3.7
Micronesia,2021,"Intentional homicide rates per 100,000",3.8
Micronesia (Fed. States of),2019,"Intentional homicide rates per 100,000",0.9
Micronesia (Fed. States of),2019,"Percentage of male and female intentional homicide victims, Male",0.0
Monaco,2001,"Intentional homicide rates per 100,000",3.1
Monaco,2005,"Assault rate per 100,000 population",482.3
Monaco,2005,"Kidnapping at the national level, rate per 100,000",0.0
Monaco,2005,"Theft at the national level, rate per 100,000 population","1,008.1"
Monaco,2006,"Assault rate per 100,000 population",437.3
Monaco,2006,"Kidnapping at the national level, rate per 100,000",6.2
Monaco,2006,"Theft at the national level, rate per 100,000 population","1,080.9"
Monaco,2008,"Intentional homicide rates per 100,000",0.0
Monaco,2015,"Percentage of male and female intentional homicide victims, Male",0.0
Monaco,2015,"Percentage of male and female intentional homicide victims, Female",0.0
Monaco,2015,"Assault rate per 100,000 population",535.9
Monaco,2015,"Kidnapping at the national level, rate per 100,000",2.7
Monaco,2015,"Theft at the national level, rate per 100,000 population","1,479.9"
Monaco,2015,"Total Sexual Violence at the national level, rate per 100,000",16.3
Monaco,2016,"Kidnapping at the national level, rate per 100,000",2.7
Monaco,2016,"Theft at the national level, rate per 100,000 population","1,122.2"
Monaco,2016,"Total Sexual Violence at the national level, rate per 100,000",13.5
Mongolia,2005,"Intentional homicide rates per 100,000",15.6
Mongolia,2005,"Assault rate per 100,000 population",116.9
Mongolia,2005,"Kidnapping at the national level, rate per 100,000",0.0
Mongolia,2005,"Theft at the national level, rate per 100,000 population",261.1
Mongolia,2005,"Total Sexual Violence at the national level, rate per 100,000",13.2
Mongolia,2010,"Intentional homicide rates per 100,000",8.8
Mongolia,2010,"Percentage of male and female intentional homicide victims, Male",12.8
Mongolia,2010,"Percentage of male and female intentional homicide victims, Female",4.9
Mongolia,2010,"Assault rate per 100,000 population",215.4
Mongolia,2010,"Kidnapping at the national level, rate per 100,000",0.0
Mongolia,2010,"Theft at the national level, rate per 100,000 population",213.8
Mongolia,2010,"Total Sexual Violence at the national level, rate per 100,000",13.4
Mongolia,2015,"Intentional homicide rates per 100,000",7.2
Mongolia,2015,"Percentage of male and female intentional homicide victims, Male",11.1
Mongolia,2015,"Percentage of male and female intentional homicide victims, Female",3.4
Mongolia,2015,"Assault rate per 100,000 population",15.0
Mongolia,2015,"Kidnapping at the national level, rate per 100,000",0.1
Mongolia,2015,"Theft at the national level, rate per 100,000 population",309.3
Mongolia,2015,"Total Sexual Violence at the national level, rate per 100,000",12.1
Mongolia,2020,"Intentional homicide rates per 100,000",6.2
Mongolia,2020,"Percentage of male and female intentional homicide victims, Male",10.1
Mongolia,2020,"Percentage of male and female intentional homicide victims, Female",2.4
Mongolia,2020,"Assault rate per 100,000 population",9.4
Mongolia,2020,"Kidnapping at the national level, rate per 100,000",0.1
Mongolia,2020,"Theft at the national level, rate per 100,000 population",154.8
Mongolia,2020,"Total Sexual Violence at the national level, rate per 100,000",15.3
Mongolia,2021,"Intentional homicide rates per 100,000",6.2
Mongolia,2021,"Percentage of male and female intentional homicide victims, Male",9.8
Mongolia,2021,"Percentage of male and female intentional homicide victims, Female",2.5
Mongolia,2021,"Assault rate per 100,000 population",11.1
Mongolia,2021,"Kidnapping at the national level, rate per 100,000",0.1
Mongolia,2021,"Total Sexual Violence at the national level, rate per 100,000",16.1
Mongolia,2022,"Intentional homicide rates per 100,000",5.9
Montenegro,2002,"Intentional homicide rates per 100,000",4.3
Montenegro,2005,"Assault rate per 100,000 population",24.5
Montenegro,2005,"Theft at the national level, rate per 100,000 population",243.3
Montenegro,2005,"Total Sexual Violence at the national level, rate per 100,000",5.5
Montenegro,2010,"Intentional homicide rates per 100,000",2.4
Montenegro,2010,"Percentage of male and female intentional homicide victims, Male",2.6
Montenegro,2010,"Percentage of male and female intentional homicide victims, Female",2.2
Montenegro,2010,"Assault rate per 100,000 population",30.6
Montenegro,2010,"Kidnapping at the national level, rate per 100,000",0.3
Montenegro,2010,"Theft at the national level, rate per 100,000 population",84.0
Montenegro,2010,"Total Sexual Violence at the national level, rate per 100,000",5.7
Montenegro,2015,"Intentional homicide rates per 100,000",2.7
Montenegro,2015,"Percentage of male and female intentional homicide victims, Male",4.5
Montenegro,2015,"Percentage of male and female intentional homicide victims, Female",0.9
Montenegro,2015,"Assault rate per 100,000 population",22.1
Montenegro,2015,"Kidnapping at the national level, rate per 100,000",0.0
Montenegro,2015,"Theft at the national level, rate per 100,000 population",130.4
Montenegro,2015,"Total Sexual Violence at the national level, rate per 100,000",4.1
Montenegro,2022,"Intentional homicide rates per 100,000",2.6
Montenegro,2022,"Percentage of male and female intentional homicide victims, Male",3.3
Montenegro,2022,"Percentage of male and female intentional homicide victims, Female",1.9
Montenegro,2022,"Assault rate per 100,000 population",20.4
Montenegro,2022,"Kidnapping at the national level, rate per 100,000",0.2
Montenegro,2022,"Theft at the national level, rate per 100,000 population",54.2
Montenegro,2022,"Total Sexual Violence at the national level, rate per 100,000",6.4
Montserrat,2005,"Intentional homicide rates per 100,000",21.3
Montserrat,2005,"Percentage of male and female intentional homicide victims, Male",40.4
Montserrat,2005,"Percentage of male and female intentional homicide victims, Female",0.0
Montserrat,2008,"Intentional homicide rates per 100,000",20.8
Montserrat,2008,"Percentage of male and female intentional homicide victims, Male",39.8
Montserrat,2008,"Percentage of male and female intentional homicide victims, Female",0.0
Montserrat,2012,"Intentional homicide rates per 100,000",20.1
Montserrat,2012,"Percentage of male and female intentional homicide victims, Male",0.0
Montserrat,2012,"Percentage of male and female intentional homicide victims, Female",41.5
Montserrat,2018,"Intentional homicide rates per 100,000",0.0
Morocco,2005,"Intentional homicide rates per 100,000",1.5
Morocco,2005,"Assault rate per 100,000 population",107.2
Morocco,2005,"Kidnapping at the national level, rate per 100,000",1.0
Morocco,2005,"Theft at the national level, rate per 100,000 population",204.0
Morocco,2005,"Total Sexual Violence at the national level, rate per 100,000",3.1
Morocco,2009,"Intentional homicide rates per 100,000",1.3
Morocco,2009,"Percentage of male and female intentional homicide victims, Male",2.4
Morocco,2009,"Percentage of male and female intentional homicide victims, Female",0.3
Morocco,2009,"Assault rate per 100,000 population",97.1
Morocco,2009,"Kidnapping at the national level, rate per 100,000",1.0
Morocco,2009,"Theft at the national level, rate per 100,000 population",244.7
Morocco,2009,"Total Sexual Violence at the national level, rate per 100,000",10.1
Morocco,2010,"Intentional homicide rates per 100,000",1.4
Morocco,2015,"Intentional homicide rates per 100,000",1.2
Morocco,2015,"Percentage of male and female intentional homicide victims, Male",1.9
Morocco,2015,"Percentage of male and female intentional homicide victims, Female",0.6
Morocco,2015,"Assault rate per 100,000 population",162.3
Morocco,2015,"Kidnapping at the national level, rate per 100,000",1.9
Morocco,2015,"Theft at the national level, rate per 100,000 population",140.1
Morocco,2015,"Total Sexual Violence at the national level, rate per 100,000",10.0
Morocco,2022,"Intentional homicide rates per 100,000",1.6
Morocco,2022,"Percentage of male and female intentional homicide victims, Male",2.9
Morocco,2022,"Percentage of male and female intentional homicide victims, Female",0.4
Morocco,2022,"Assault rate per 100,000 population",155.1
Morocco,2022,"Kidnapping at the national level, rate per 100,000",1.7
Morocco,2022,"Theft at the national level, rate per 100,000 population",90.5
Morocco,2022,"Total Sexual Violence at the national level, rate per 100,000",15.7
Mozambique,2005,"Intentional homicide rates per 100,000",5.4
Mozambique,2005,"Assault rate per 100,000 population",6.3
Mozambique,2005,"Theft at the national level, rate per 100,000 population",27.5
Mozambique,2005,"Total Sexual Violence at the national level, rate per 100,000",3.9
Mozambique,2009,"Intentional homicide rates per 100,000",3.7
Mozambique,2009,"Assault rate per 100,000 population",2.3
Mozambique,2009,"Theft at the national level, rate per 100,000 population",21.1
Mozambique,2009,"Total Sexual Violence at the national level, rate per 100,000",2.7
Mozambique,2010,"Intentional homicide rates per 100,000",3.8
Mozambique,2011,"Intentional homicide rates per 100,000",3.6
Myanmar,2005,"Intentional homicide rates per 100,000",1.4
Myanmar,2010,"Intentional homicide rates per 100,000",1.6
Myanmar,2010,"Percentage of male and female intentional homicide victims, Male",2.6
Myanmar,2010,"Percentage of male and female intentional homicide victims, Female",0.6
Myanmar,2010,"Assault rate per 100,000 population",5.4
Myanmar,2010,"Theft at the national level, rate per 100,000 population",3.5
Myanmar,2010,"Total Sexual Violence at the national level, rate per 100,000",0.5
Myanmar,2013,"Intentional homicide rates per 100,000",2.4
Myanmar,2013,"Percentage of male and female intentional homicide victims, Male",4.1
Myanmar,2013,"Percentage of male and female intentional homicide victims, Female",0.8
Myanmar,2013,"Assault rate per 100,000 population",9.9
Myanmar,2013,"Kidnapping at the national level, rate per 100,000",0.0
Myanmar,2013,"Theft at the national level, rate per 100,000 population",5.3
Myanmar,2013,"Total Sexual Violence at the national level, rate per 100,000",0.7
Myanmar,2015,"Intentional homicide rates per 100,000",2.5
Myanmar,2015,"Percentage of male and female intentional homicide victims, Male",4.2
